steplength,euler1,euler2,heun1,heun2
0.5,1.0232406893668806e+214,4.747199563725929e+214,30.195226309347632,30.389144030845404
0.25,9.162794304649925e+142,2.560068340085961e+143,0.5422274395233377,0.5412436996871853
0.125,0.31763079456605053,0.31706097292238955,0.12459459766701156,0.12453818419373479
0.0625,0.3166727238809134,0.3161098473025264,0.030581705667802012,0.03060339631878321
0.03125,0.31477966675586644,0.31419962481608915,0.007624644219411282,0.007628991846902056
0.015625,0.31088961075082544,0.3103076567517159,0.0019057210747363603,0.0019066637602104535
0.0078125,0.30305206713356575,0.3024693991673144,0.00047644038873436687,0.0004766605329852915
0.00390625,0.2873452966002884,0.2867628656956242,0.00011911378240200649,0.00011916623431060432
0.001953125,0.25630496095662336,0.25572676087839047,2.977897559120913e-05,2.9791736292379215e-05
0.0009765625,0.20300203864115987,0.2024672019664531,7.44481208200997e-06,7.447956417189676e-06
