steplength,euler1,euler2,heun1,heun2
0.5,0.005989385117099618,0.005989385117099618,0.13968683273538496,0.14098811929408778
0.25,1.9803649785603574,5.147474617589516,0.18106701393818045,0.18028388662134673
0.125,1.2107783484306052,1.9193045168161569,0.05597526368112834,0.055723539632161305
0.0625,0.8465263250289623,0.9025180073753696,0.014324774152084075,0.014284112858846256
0.03125,0.5406037712531494,0.5438634090216116,0.0035920397966477577,0.003580080314228922
0.015625,0.38928393239226483,0.39140776613968403,0.0008983445576930589,0.0008952821264982448
0.0078125,0.2992813458164704,0.3009530155769476,0.00022459685621547358,0.00022381574510458782
0.00390625,0.21934673899985133,0.22072242869212985,5.6149609174212024e-05,5.5952065218473914e-05
0.001953125,0.143394626093829,0.14440828338510722,1.4037405951053175e-05,1.3987723154916891e-05
0.0009765625,0.08413747164826592,0.08478161923291445,3.50934979237587e-06,3.49689115384739e-06
