steplength,euler1,euler2,heun1,heun2
0.5,5.953323559927946e+213,2.761698400407963e+214,30.00448038548042,30.030515607289104
0.25,4.91938090880975e+142,1.3744503395614372e+143,0.5386876794882812,0.5383544787018195
0.125,0.31967052980408295,0.3188969342258427,0.12540468432770774,0.1255784868010481
0.0625,0.3179564818625118,0.3172603762997857,0.03082385572073958,0.0308638796249567
0.03125,0.3156827288653624,0.3149974231735551,0.007686737320572039,0.00769396087317557
0.015625,0.3115588455197114,0.3108910358354106,0.0019211273010093927,0.001922944268550016
0.0078125,0.30356539151530754,0.3029090899281731,0.0004802647383100745,0.0004807372321779272
0.00390625,0.2877573009604539,0.2871098794148248,0.00012006524275375075,0.00012018611493567308
0.001953125,0.25665198320499694,0.25601411253651657,3.0016194926289508e-05,3.004679011498832e-05
0.0009765625,0.20329067258528902,0.202702007241623,7.5040313059036995e-06,7.511729678061914e-06
