steplength,euler1,euler2,heun1,heun2
0.5,4.9447555422820765e+237,2.5151221152956387e+238,2.0106951218106655e+34,2.103510947723271e+34
0.25,9.818914521910086e+199,2.905975556356134e+200,179090.36990546828,177875.3545686498
0.125,0.3182544227751993,0.3176537467672324,1.0785714404332671,1.076988010196647
0.0625,0.3173143075384081,0.31667770560235187,0.29563314678552916,0.2960120544379948
0.03125,0.31557103800570874,0.3149408895638992,0.07325248130831413,0.07334789740786168
0.015625,0.3121532852082416,0.31153738551746823,0.018227892390484394,0.018244516156284658
0.0078125,0.30540484489507064,0.304802846927581,0.004553482936371583,0.0045574215353371104
0.00390625,0.2919757027592199,0.29138357587328884,0.0011382536031624587,0.0011392549968517519
0.001953125,0.26530465445376866,0.26472050419423054,0.00028455889753053884,0.0002848139071909725
0.0009765625,0.217048165354692,0.21649585201019264,7.113937917376973e-05,7.120389095394287e-05
