t,euler1,euler2,heun1,heun2
0.0,1,1,1,1
0.0031565656565656565,0.9494949494949495,1.0449699010305071,0.9494897682634426,1.0460806773543516
0.006313131313131313,0.8990091263105496,1.0899030927350706,0.8989696974474342,1.0921505147095294
0.00946969696969697,0.8485430425386595,1.1347991306219303,0.8484403110656961,1.1382090346673106
0.012626262626262626,0.7980972097718728,1.1796575708401429,0.797902132728482,1.184255759946749
0.015782828282828284,0.7476721390985034,1.2244779701838127,0.7473556861371522,1.2302902133891203
0.01893939393939394,0.6972683410975796,1.2692598860963127,0.6968014950787467,1.2763119179628672
0.022095959595959596,0.6468863258338465,1.3140028766744973,0.6462400834205575,1.3223203967685428
0.025252525252525252,0.5965266028527765,1.358706500672905,0.5956719751046999,1.3683151730437515
0.028409090909090908,0.5461896811755874,1.403370317507953,0.5450976941426835,1.41429577016809
0.03156565656565657,0.49587606929427025,1.4479938872621207,0.49451776460998154,1.460261711668087
0.034722222222222224,0.4455862751666242,1.492576770688126,0.44393271064060086,1.506212521222139
0.03787878787878788,0.39532080621130034,1.537118529213091,0.3933430564216501,1.5521477226654474
0.041035353535353536,0.34508016930285385,1.5816187249426978,0.3427493261879079,1.5980668399949531
0.04419191919191919,0.2948648707668048,1.6260769206653372,0.2921520442163906,1.643969397374268
0.04734848484848485,0.2446754163747071,1.6704926798562447,0.24155173482091954,1.6898549191386059
0.050505050505050504,0.19451231133922658,1.71486556668163,0.19094892234668756,1.7357229297997125
0.05366161616161616,0.14437606030922717,1.7591951460027946,0.1403441311648257,1.7815729540507923
0.056818181818181816,0.09426716736486607,1.8034809833802419,0.08973788566696936,1.8274045167714332
0.05997474747474747,0.04418613601269747,1.8477226450777757,0.039130710259824286,1.873217143032531
0.06313131313131314,-0.005866530819214934,1.8919196980665909,-0.011476870640267707,1.9190103581012101
0.06628787878787878,-0.055890330786176085,1.9360717100293523,-0.062084332612762416,1.964783687445743
0.06944444444444445,-0.10588476213173054,1.980178249364267,-0.1126911512383488,2.0105366567404683
0.0726010101010101,-0.15584932369252175,2.0242388851891433,-0.1632968021043816,2.0562687918707048
0.07575757575757576,-0.20578351490314573,2.068253187345442,-0.2139007608103173,2.1019796189376656
0.07891414141414141,-0.2556868358009922,2.1122207264023185,-0.2645025029731465,2.1476686642633678
0.08207070707070707,-0.3055587870310805,2.156141073660652,-0.3151015042328295,2.193335454395543
0.08522727272727272,-0.35539886985088237,2.2000138011570685,-0.3656972402577285,2.2389795161125394
0.08838383838383838,-0.40520658613513966,2.2438384816679515,-0.41628918675004223,2.284600376428231
0.09154040404040403,-0.454981438380669,2.287614688713443,-0.4668768194512377,2.3301975625969145
0.0946969696969697,-0.5047229297111611,2.3313419965614357,-0.5174596141474844,2.3757706021182097
0.09785353535353535,-0.5544305638819667,2.375019980231553,-0.5680370466750847,2.4213190227419563
0.10101010101010101,-0.6041038452848774,2.4186482154991213,-0.6186085929259072,2.466842352473107
0.10416666666666667,-0.6537422789528937,2.462226278899131,-0.6691737288528163,2.512340119576618
0.10732323232323232,-0.7033453705649855,2.505753747730187,-0.7197319304751034,2.5578118525823386
0.11047979797979798,-0.7529126264508431,2.5492302000584495,-0.7702826738839171,2.6032570802898958
0.11363636363636363,-0.8024435535956175,2.5926552147215647,-0.8208254352476909,2.648675331773578
0.1167929292929293,-0.8519376596446531,2.636028371332585,-0.8713596908175728,2.6940661363872134
0.11994949494949494,-0.9013944529082083,2.67934925028388,-0.9218849169328514,2.7394290237690493
0.12310606060606061,-0.9508134423661699,2.7226174327510337,-0.9724005900263835,2.7847635238466246
0.12626262626262627,-1.000194137672754,2.7658325006967366,-1.0229061866300184,2.830069166841641
0.1294191919191919,-1.0495360491611994,2.8089940368746618,-1.073401183380023,2.875345483274831
0.13257575757575757,-1.0988386878484533,2.852101624833337,-1.123885057022506,2.920592003970825
0.13573232323232323,-1.1481015654398417,2.895154848919999,-1.1743572844188381,2.96580826006301
0.1388888888888889,-1.1973241943337345,2.938153294284443,-1.2248173425510744,3.0109937829983893
0.14204545454545453,-1.2465060876261993,2.981096546882859,-1.2752647085273734,3.056148104542439
0.1452020202020202,-1.2956467591156466,3.02398419348166,-1.325698859587417,3.1012707567839604
0.14835858585858586,-1.3447457233074618,3.066815821661295,-1.376119273107826,3.146361272139925
0.15151515151515152,-1.3938024954186303,3.109591019820056,-1.426525426607576,3.1914191833603245
0.15467171717171718,-1.4428165913823516,3.1523093771778714,-1.4769167977534121,3.23644402353301
0.15782828282828282,-1.4917875278526425,3.194970483780091,-1.527292864365261,3.28143532608853
0.16098484848484848,-1.5407148222089326,3.23757393050126,-1.5776531044216437,3.3263926248049684
0.16414141414141414,-1.5895979925606458,3.2801193090488767,-1.6279969960650826,3.3713154538127714
0.1672979797979798,-1.638436557751775,3.3226062119671504,-1.6783240176075105,3.4162033475995783
0.17045454545454544,-1.6872300373654443,3.3650342326407365,-1.7286336475356763,3.461055841015044
0.1736111111111111,-1.7359779517284646,3.407402965298471,-1.7789253645165501,3.5058724692756593
0.17676767676767677,-1.7846798219158726,3.449712005017086,-1.8291986474027242,3.5506527679695674
0.17992424242424243,-1.8333351697554652,3.4919609477249196,-1.8794529752378137,3.595396273061376
0.18308080808080807,-1.8819435178323203,3.534149390205611,-1.9296878272618554,3.6401025208969666
0.18623737373737373,-1.93050438949331,3.5762769301017903,-1.9799026829167048,3.6847710482082987
0.1893939393939394,-1.979017308851599,3.618343165918749,-2.0300970218514283,3.7294013921182096
0.19255050505050506,-2.027481800791136,3.6603476970281066,-2.080270323927697,3.773993090145212
0.1957070707070707,-2.075897390971134,3.702290123671464,-2.1304220692251765,3.818545680208286
0.19886363636363635,-2.1242636058305395,3.7441700469640438,-2.1805517380469146,3.863058700631669
0.20202020202020202,-2.17257997259249,3.785987068898322,-2.2306588109247256,3.9075316901496358
0.20517676767676768,-2.220846019268762,3.8277407923476465,-2.2807427686245747,3.9519641879112832
0.20833333333333334,-2.2690612746642094,3.869430821069846,-2.330803092151957,3.9963557334853026
0.21148989898989898,-2.317225268381187,3.9110567597108257,-2.3808392627572768,4.0407058668647515
0.21464646464646464,-2.3653375308239712,3.9526182138081567,-2.4308507619412234,4.085014128471823
0.2178030303030303,-2.413397593203158,3.9941147897946463,-2.480837071460143,4.129280059162602
0.22095959595959597,-2.4614049875400617,4.035546095001903,-2.530797673331409,4.173503200231831
0.2241161616161616,-2.509359246671095,4.076911737663888,-2.5807320498387907,4.217683093417658
0.22727272727272727,-2.557259904252144,4.118211326920456,-2.630639683537818,4.261819280906386
0.23042929292929293,-2.6051064947629254,4.159444472820882,-2.6805200572611407,4.3059113053372196
0.2335858585858586,-2.6528985535113385,4.200610786327382,-2.7303726541238924,4.349958709807001
0.23674242424242423,-2.7006356166378023,4.241709879318617,-2.780196957529042,4.393961037874946
0.2398989898989899,-2.7483172211195863,4.282741364593189,-2.8299924511727506,4.437917833567377
0.24305555555555555,-2.795942904775123,4.323704855873121,-2.8797586190497193,4.481828641382441
0.24621212121212122,-2.8435122062683154,4.36459996780733,-2.9294949454585373,4.525693006294837
0.24936868686868685,-2.89102466511283,4.405426315975089,-2.9792009150070253,4.569510473760527
0.25252525252525254,-2.9384798216763826,4.446183516889471,-3.0288760126175784,4.613280589721449
0.2556818181818182,-2.985877217185003,4.486871188000787,-3.078519723532499,4.657002900610217
0.2588383838383838,-3.0332163937273027,4.5274889477000135,-3.1281315333193356,4.700676953354827
0.2619949494949495,-3.080496894258719,4.568036415322202,-3.177710927876213,4.744302295383349
0.26515151515151514,-3.1277182626057525,4.60851321114988,-3.227257393437155,4.787878474628617
0.26830808080808083,-3.1748800434701954,4.648918956416446,-3.276770416577416,4.831405039532917
0.27146464646464646,-3.221981782433341,4.689253273309538,-3.326249484218793,4.874881539052656
0.2746212121212121,-3.269023025960193,4.729515784974408,-3.3756940836349485,4.918307522663049
0.2777777777777778,-3.3160033214036515,4.769706115517275,-3.425103702456723,4.961682540362782
0.2809343434343434,-3.3629222170086934,4.8098238900086585,-3.47447782867744,5.005006142678669
0.28409090909090906,-3.4097792619165426,4.84986873448672,-3.523815950658217,5.04827788067032
0.28724747474747475,-3.4565740061688244,4.889840275960576,-3.573117557133265,5.09149730593479
0.2904040404040404,-3.5033060007117083,4.9297381424136,-3.6223821372151845,5.134663970611219
0.2935606060606061,-3.549974797400046,4.969561962806729,-3.6716091804002646,5.1777774273854815
0.2967171717171717,-3.5965799490014856,5.0093113670817315,-3.7207981765737665,5.220837229494816
0.29987373737373735,-3.6431210092005863,5.048985986164487,-3.7699486160152165,5.26384293073246
0.30303030303030304,-3.689597532602914,5.0885854519682425,-3.8190599894036836,5.30679408545227
0.3061868686868687,-3.7360090747391226,5.128109397396856,-3.868131787823057,5.349690248573337
0.30934343434343436,-3.7823551920690357,5.1675574563480335,-3.9171635027673233,5.392530975584606
0.3125,-3.8286354419856985,5.206929263716547,-3.966154626145831,5.435315822549474
