steplength,euler1,euler2,heun1,heun2
0.5,1.163951087535368e+222,3.3039740081905977e+222,0.9236269939758377,0.9186122146622161
0.25,3.1016961353130932e+165,2.8431396600483566e+165,0.18326778355014295,0.18291335373515005
0.125,0.31691857215907826,0.31756181968203234,0.04435794169446109,0.04426739751947325
0.0625,0.3161883512666636,0.3168205427010895,0.011032941285166666,0.011011560642218463
0.03125,0.31452513559293094,0.31515884201130134,0.002756345619897167,0.0027508337792138096
0.015625,0.3110626910926746,0.31170183444905397,0.000689001841526978,0.00068758680148236
0.0078125,0.30404372212791714,0.30468767344165937,0.00017224266628290544,0.00017188279748355783
0.00390625,0.2899540401371384,0.2906011965636223,4.305959651789613e-05,4.2968834638704795e-05
0.001953125,0.2619454960920262,0.2625924717637946,1.0764753126368602e-05,1.0741959182349293e-05
0.0009765625,0.21204905903490034,0.21266087313971796,2.6911690750377306e-06,2.6854573050796672e-06
