euler1,euler2,heun1,heun2
0.0,1,1,1,1
0.125,1.25,1.7625,1.2334375,1.4584375
0.25,1.3446875,2.119203125,1.42574306640625,1.86828994140625
0.375,1.3516902343750004,2.24318478515625,1.5704825415954593,2.2158552051696776
0.5,1.3107276088867192,2.236371805395508,1.6628086778801068,2.4895077626793007
0.625,1.2450107275921638,2.158583173484528,1.699623467583087,2.6800875301135196
0.75,1.16799511998595,2.0447339193663137,1.6796820942215804,2.781206485289939
0.875,1.087379910245783,1.915025420576702,1.6036350168873783,2.789462783661433
1.0,1.0074755459165883,1.7809801394915046,1.4740067652630526,2.704555196756058
1.125,0.9306049801263959,1.6490142724800942,1.2951121361446192,2.529294023551957
1.25,0.8579322759076731,1.5225517558498547,1.0729125732777602,2.269508081955619
1.375,0.7899520659091642,1.4032741964467415,0.8148175109141976,1.9338508582976104
1.5,0.7267781769079851,1.2918590172893736,0.5294373009802803,1.5335122616574965
1.625,0.6683133639728913,1.1884145491878713,0.2262959626400476,1.0818455843323065
1.75,0.6143487012497477,1.0927357349232678,-0.08448666280037631,0.5939221044535504
1.875,0.5646213872509387,1.0044537091886414,-0.392532744230758,0.08602818687195912
2.0,0.5188479972401497,0.9231226523124806,-0.6875530024307804,-0.4248783369770518
2.125,0.4767432681444466,0.8482696203676697,-0.9596903892535505,-0.9217343648567569
2.25,0.43803038548568846,0.7794225699280344,-1.1998494248635636,-1.387941390802089
2.375,0.4024463034691136,0.7161255842160916,-1.4000001894562786,-1.8079200113186173
2.5,0.36974418501892636,0.657946627641995,-1.5534468093909848,-2.1676305463658063
2.625,0.33969419315885385,0.6044809761163302,-1.655051460743894,-2.455042377444336
2.75,0.3120833586916399,0.5553521797331932,-1.701406396513609,-2.6605363131484654
2.875,0.28671494942188974,0.5102116502484609,-1.6909482376299407,-2.77722652507738
3.0,0.2634075889260694,0.46873751359572957,-1.6240106946865185,-2.801191279602986
3.125,0.2419942681729812,0.43063310031754043,-1.5028139426379044,-2.731604734192042
3.25,0.22232133155478884,0.39562528889120774,-1.3313909859619315,-2.570765369235948
3.375,0.20424748257550804,0.3634628238514767,-1.1154534563559633,-2.3240200774299336
3.5,0.18764283317709837,0.33391467590539303,-0.8622013086176211,-1.9995864174416527
3.625,0.17238800831184775,0.30676847922787764,-0.5800827553478337,-1.608278940539924
3.75,0.158373310250497,0.2818290625371318,-0.2785124448427053,-1.1631487043727917
3.875,0.14549794309130148,0.25891707987956447,0.0324427166146124,-0.679047990074094
4.0,0.1336692957291151,0.2378677410493408,0.3423996136170362,-0.17213474033167409
4.125,0.12280228040029796,0.2185296383013784,0.641005623848965,0.3406667466885408
4.25,0.11281872339241328,0.20076366434922324,0.9182843969593881,0.8422308671080565
4.375,0.10364680433387237,0.18444201589745074,1.1649691610614115,1.3158026395769375
4.5,0.09522054050281967,0.16944727674491408,1.3728124212275863,1.7455574118651347
4.625,0.08747931272563447,0.1556715745765767,1.534861699786943,2.1171296486338766
4.75,0.08036742962039264,0.14301580580083895,1.645692099571011,2.4180931307554956
4.875,0.07383372714880113,0.13138892310639394,1.701587910811213,2.6383765145240607
5.0,0.06783120065402447,0.12070728076170616,1.7006671821632455,2.77060035363141
5.125,0.06231666677176587,0.11089403303508524,1.6429450796255085,2.81032430606092
5.25,0.05725045280279661,0.1018785814596188,1.5303339004155385,2.75619624472
