euler1,euler2,heun1,heun2
0.0,1,1,1,1
0.25,1.5,3.0999999999999996,1.4337500000000003,1.8837499999999998
0.5,0.8900000000000006,0.9620000000000011,1.673139062500001,2.5135140625000005
0.75,1.2738000000000005,2.5930400000000002,1.6845443808593779,2.801969615234378
1.0,0.7893460000000014,0.907931800000003,1.4654040568383835,2.7081322236352596
1.25,1.083221070000001,2.173632331000001,1.044704124714688,2.243169292640105
1.5,0.6979820331500011,0.8445873603950018,0.47914914607308,1.469100268782339
1.75,0.922358521566751,1.8258190234652762,-0.15447836612059118,0.4905300490874357
2.0,0.61559635573638,0.7768349599808269,-0.7697405103522205,-0.5594833750100049
2.25,0.7863417199967904,1.5366937199993282,-1.2823340217583796,-1.5375182189621923
2.5,0.5417133799930285,0.7080979719842002,-1.6216398360728363,-2.3093762914012608
2.75,0.6711431667970469,1.2957949934387376,-1.7404501279402687,-2.7684937416717488
3.0,0.4757606975501333,0.6407213566617482,-1.6215332992626024,-2.8506497742917523
3.25,0.5734244860803274,1.094623843153141,-1.2801243640429796,-2.542943619755044
3.5,0.41711727560859957,0.5762513887961794,-0.7619819395913678,-1.8857857555758162
3.75,0.4904119172034565,0.9262594234892869,-0.1372583623023429,-0.9676001403017127
4.0,0.36514749546222897,0.5156484413418762,0.5089963343484802,0.08706932510519905
4.25,0.41979543919564344,0.7850525556803231,1.0884114522289225,1.1344489624264653
4.5,0.3192246097814876,0.4594482080093083,1.521378035965307,2.031131959516506
4.75,0.35964685617858383,0.6663808964074849,1.7479849240467407,2.653710804571461
5.0,0.2787463500733099,0.4078832914259929,1.7363063864060029,2.915758202904633
5.25,0.3083531249601843,0.5664530354093263,1.4868952374857716,2.7798203367747534
5.5,0.24314476355850573,0.3609743937912989,1.0328497123495908,2.2627588310347835
5.75,0.26456195963988444,0.48215146934477954,0.43542552419881253,1.4336809749858304
6.0,0.21189185621066586,0.3185982550138586,-0.22422578784891756,0.4047089998194171
6.25,0.227137345333285,0.4109065050117049,-0.8560782928464701,-0.6841794332273428
6.5,0.18450223227327062,0.28053785747442567,-1.3735162830448853,-1.6841903844659998
6.75,0.19512306698892415,0.35059480395847653,-1.705205984607657,-2.4580432034692636
7.0,0.16053362405926672,0.24651915395084661,-1.8049274443988637,-2.8988132811535308
7.25,0.16771273568105716,0.2994575881836351,-1.658011762165405,-2.94470209383723
7.5,0.1395859788943945,0.216237595592835,-1.2834875820835985,-2.5876948064206844
7.75,0.14422509414791734,0.2560345580827176,-0.7316241801258367,-1.8748934756196667
8.0,0.12129959687729583,0.1893769774888292,-0.07718726708566326,-0.9023112050627384
8.25,0.12408362179614041,0.2191103880100327,0.5906881030964442,0.1980563248103393
8.5,0.1053526814124022,0.16562253144501354,1.1806360793577162,1.2761416919195177
8.75,0.10679964959088367,0.18767130805327767,1.6115572081015945,2.184269003261248
9.0,0.09145856469329061,0.14466974097592117,1.8237651212299562,2.7973796060261726
9.25,0.09195834719969996,0.16086978921773745,1.7872509304866664,3.0302505178205044
9.5,0.07936279508421808,0.12623000246749344,1.5059213723514964,2.849335362076548
9.75,0.07920706635054307,0.13799575174262635,1.0172128763426647,2.2775833119440785
10.0,0.06884021694254384,0.11003398585793162,0.3871140911950941,1.391545561991406
10.25,0.06824562183573617,0.1184530351719171,-0.2987419219258989,0.3111315695697938
10.5,0.05969213141785046,0.09583333995088503,-0.9467136983325963,-0.816614936262994
10.75,0.05881816987369631,0.10174012172669172,-1.4679347127435223,-1.8375255389455
11.0,0.05174359573549839,0.08340122758730417,-1.7904991921243445,-2.611379833724037
11.25,0.05070640652921267,0.08743430536163266,-1.8693796713485407,-3.031161286098362
11.5,0.04484089578626202,0.0725320534318312,-1.6927087312586222,-3.0378523587632005
11.75,0.043723859680659234,0.0751786585643753,-1.2835490600631587,-2.628724037559649
