euler1,euler2,heun1,heun2
0.0,1,1,1,1
0.00390625,1.0078125,1.01512451171875,1.0077963256835938,1.0148275756835938
0.0078125,1.0155889225006103,1.0302094559520483,1.0155600502722897,1.0296223228209653
0.01171875,1.0233290319977444,1.0452543623279786,1.0232909226181721,1.0443837628183927
0.015625,1.0310325942667784,1.060258761979085,1.0309886926360594,1.0591114181596035
0.01953125,1.0386993763695584,1.0752221875568697,1.038653111311593,1.073804812421221
0.0234375,1.0463291466613642,1.0901441732462347,1.046283930709294,1.0884634702881766
0.02734375,1.0539216747978257,1.1050242547798688,1.053880903980582,1.1030869175690856
0.03125,1.0614767317417972,1.1198619694525767,1.0614437853717626,1.1176746812115865
0.03515625,1.0689940897701837,1.1346568561355523,1.068972330231975,1.1322262893176442
0.0390625,1.0764735224807231,1.149408455290594,1.076466295021107,1.146741271158815
0.04296875,1.0839148047987226,1.1641163089842623,1.083925437317674,1.1612191571914738
0.046875,1.0913177129837484,1.178779960901979,1.0913495158266606,1.1756594790720047
0.05078125,1.0986820246362698,1.1933989563620688,1.0987382903873253,1.1900617696719498
0.0546875,1.1060075187042575,1.2079728423297407,1.106091521980971,1.2044255630931209
0.05859375,1.1132939754897335,1.22250116743101,1.1134089727386758,1.2187503946826712
0.0625,1.120541176655277,1.236983481966561,1.1206904059489884,1.233035801048126
0.06640625,1.127748905230481,1.2514193379255494,1.127935586065585,1.2472813200723725
0.0703125,1.1349169456183628,1.2658082889993423,1.13514427871489,1.2614864909286094
0.07421875,1.1420450836017275,1.2801498905951996,1.142316250703656,1.275650854095254
0.078125,1.149133106349484,1.2944436998498916,1.1494512700265087,1.2897739513708069
0.08203125,1.156180802422912,1.3086892756432564,1.1565491058734518,1.3038553258886745
0.0859375,1.1631879617818834,1.322886178611693,1.1636095286373331,1.3178945221319485
0.08984375,1.1701543757910335,1.3370339711615928,1.1706323099212725,1.3318910859481408
0.09375,1.1770798372258857,1.3511322174827083,1.1776172225460495,1.345844564563875
0.09765625,1.183964140278927,1.3651804835614563,1.1845640405574533,1.3597545065995336
0.1015625,1.190807080565635,1.3791783371941593,1.1914725392335916,1.3736204620838586
0.10546875,1.1976084551304564,1.3931253480002208,1.19834249509216,1.3874419824685085
0.109375,1.2043680624527366,1.4070210874352365,1.2051736858976716,1.401218620642568
0.11328125,1.2110857024525998,1.4208651288040397,1.2119658906686464,1.414949930947012
0.1171875,1.2177611764967806,1.4346570472736826,1.218718889684759,1.4286354691891208
0.12109375,1.224394287404406,1.4483964198863493,1.2254324644939467,1.4422747926568509
0.125,1.2309848394527272,1.462082825572204,1.2321063979194768,1.4558674601331554
0.12890625,1.2375326383828023,1.4757158451621724,1.2387404740669712,1.469413031910257
0.1328125,1.2440374914051293,1.4892950614006546,1.2453344783313904,1.482911069803872
0.13671875,1.2504992072052288,1.5028200589581724,1.2518881974039764,1.4963611371673857
0.140625,1.2569175959491758,1.516290424443947,1.2584014192791522,1.509762798905976
0.14453125,1.2632924692890826,1.529705746418409,1.2648739332613803,1.5231156214906898
0.1484375,1.2696236403685297,1.5430656154056397,1.2713055299719787,1.536419172972466
0.15234375,1.2759109238279471,1.5563696239057438,1.2776960013558938,1.5496730229961098
0.15625,1.2821541358099446,1.569617366407152,1.2840451406884306,1.5628767428142127
0.16015625,1.2883530939645906,1.5828084393988535,1.2903527425819405,1.5760299053010236
0.1640625,1.2945076174546402,1.59594244138256,1.296618602992465,1.5891320849662645
0.16796875,1.3006175269607119,1.6090189728847972,1.302842519226336,1.6021828579688955
0.171875,1.3066826446864133,1.6220376364689264,1.3090242899467337,1.615181802130825
0.17578125,1.3127027943634144,1.634998036747095,1.3151637151801985,1.6281284969505674
0.1796875,1.3186778012564704,1.6478997803921154,1.3212605963231008,1.641022523616845
0.18359375,1.3246074921683912,1.6607424761492708,1.3273147361480648,1.6538634650221369
0.1875,1.3304916954449608,1.6735257348480503,1.3333259388103498,1.6666509057761711
0.19140625,1.3363302409798024,1.6862491694138109,1.339294009854184,1.6793844322193632
0.1953125,1.3421229602191929,1.6989123948793656,1.3452187562190558,1.6920636324361962
0.19921875,1.347869686166825,1.7115150283964993,1.3510999862459596,1.704688096268547
0.203125,1.3535702533885154,1.7240566892474103,1.3569375096835947,1.7172574153289535
0.20703125,1.3592244980168622,1.7365369988560788,1.3627311376945204,1.729771183013826
0.2109375,1.364832257755848,1.7489555807995592,1.3684806828612641,1.7422289945166005
0.21484375,1.3703933718853913,1.7613120608191997,1.3741859591923848,1.7546304468408331
0.21875,1.3759076812658437,1.773606066831786,1.3798467821284894,1.7669751388132373
0.22265625,1.3813750283424355,1.7858372289406093,1.3854629685482027,1.779262671096661
0.2265625,1.3867952571496662,1.7980051794464593,1.3910343367740914,1.7914926462030047
0.23046875,1.3921682133156437,1.8101095528585416,1.3965607065785413,1.8036646685060798
0.234375,1.397493744066368,1.8221499859053167,1.4020418991895873,1.8157783442544069
0.23828125,1.402771698229963,1.8341261175452657,1.4074777372966965,1.8278332815839526
0.2421875,1.4080019262408532,1.846037588977576,1.4128680450565039,1.839829090530807
0.24609375,1.4131842801438879,1.8578840436527513,1.4182126480985011,1.8517653830437972
0.25,1.4183186135984098,1.869665127283144,1.4235113735306768,1.8636417729970416
0.25390625,1.423404781882272,1.8813804878534093,1.428764049945109,1.8754578762024396
0.2578125,1.428442641895798,1.8930297756308816,1.4339705074235114,1.8872133104221005
0.26171875,1.4334320521656898,1.904612643175872,1.4391305775427283,1.8989076953807078
0.265625,1.4383728728488803,1.9161287453518876,1.4442440933801841,1.9105406527778215
0.26953125,1.4432649657363317,1.9275777393357707,1.4493108895192828,1.9221118063001146
